aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Result
-2544,14340,-6864,3840,-335,-1518,-1760,-1,-1,1
-2380,14188,-5644,3888,1635,-9604,-2419,-1,-1,1
-524,14480,-7148,3888,-1663,-1491,311,-1,-1,1
-528,15052,-6672,3904,461,-4012,-1424,-1,-1,1
-2808,14040,-5936,3904,595,-339,13,-1,-1,1
152,14872,-6996,3936,704,984,-671,-1,-1,1
-636,14988,-6836,3936,1622,-3290,-1317,-1,-1,1
-716,14388,-7040,3952,296,179,-1085,-1,-1,1
-2456,14196,-7584,3952,-960,-91,-135,-1,-1,1
-2008,14092,-7136,3952,-448,-321,-58,-1,-1,1
-1224,14264,-6732,3952,-1394,2425,1557,-1,-1,1
1356,11692,-11328,3952,48,530,75,-1,-1,1
-80,14880,-7036,3968,1145,3629,638,-1,-1,1
-1524,14348,-6936,3968,1421,-101,-782,-1,-1,1
-1784,14440,-6996,3968,-389,-341,538,-1,-1,1
-1840,14336,-7012,3968,-834,941,107,-1,-1,1
-1940,14320,-6380,3968,-798,-113,-116,-1,-1,1
-672,14648,-6540,3968,565,3321,205,-1,-1,1
-1832,14900,-7552,3968,2363,-2584,-1037,-1,-1,1
-2032,14500,-6768,3968,-418,2806,723,-1,-1,1
-2572,14224,-6916,3968,-666,-649,-332,-1,-1,1
-2780,14168,-6076,3968,441,-2126,-660,-1,-1,1
-3300,14480,-6128,3968,-1284,1733,348,-1,-1,1
-2688,14792,-6552,3968,899,2239,-24,-1,-1,1
-3584,13460,-5128,3968,50,1316,-516,-1,-1,1
-1864,14436,-7044,4000,-1123,1745,794,-1,-1,1
-2224,14548,-6788,4000,98,1774,300,-1,-1,1
-2176,14712,-7248,4000,377,-1188,-55,-1,-1,1
-1548,14228,-7416,4000,982,1099,355,-1,-1,1
-1912,14780,-6984,4000,-357,3912,682,-1,-1,1
-1692,14680,-6708,4000,1907,264,-542,-1,-1,1
-1724,14296,-6692,4000,1756,-916,-820,-1,-1,1
-3584,14504,-7476,4000,1392,-7325,-3206,-1,-1,1
-1472,14284,-6772,4000,-729,3080,1302,-1,-1,1
-2592,14408,-6464,4000,-1113,-256,-403,-1,-1,1
-2648,14468,-6784,4000,712,2516,337,-1,-1,1
400,14756,-6148,4000,352,3288,2294,-1,-1,1
-3328,14800,-6140,4000,651,-2025,-763,-1,-1,1
-1120,14808,-7056,4016,-396,-2127,-132,-1,-1,1
-552,14416,-6392,4016,1186,-5792,-2180,-1,-1,1
-1888,14788,-6984,4016,115,361,-482,-1,-1,1
-1348,14544,-6768,4016,-895,3480,1261,-1,-1,1
-776,14904,-6796,4016,2097,-3306,-2033,-1,-1,1
-1452,14832,-6664,4016,1800,-5646,-2385,-1,-1,1
-1804,13896,-6400,4016,-851,3284,1550,-1,-1,1
-1680,15344,-7464,4016,-984,2481,180,-1,-1,1
-496,14748,-6756,4016,1041,-378,-990,-1,-1,1
-1360,13936,-6664,4016,-45,-3926,-1182,-1,-1,1
-1620,14528,-6692,4016,4,2340,651,-1,-1,1
-2792,14332,-7168,4016,-662,1701,1156,-1,-1,1
-3356,14280,-7188,4016,-467,-1402,-1275,-1,-1,1
-1328,14100,-6392,4016,-280,2935,102,-1,-1,1
-3120,14536,-6764,4016,62,-822,-433,-1,-1,1
-2752,14348,-6812,4016,385,-1240,-104,-1,-1,1
-3144,15104,-6944,4016,-408,78,-493,-1,-1,1
-2996,14984,-6836,4016,535,-113,-1109,-1,-1,1
-2500,14420,-6116,4016,808,-50,741,-1,-1,1
-3192,14412,-6484,4016,-544,4708,1767,-1,-1,1
-2644,14436,-5940,4016,-719,687,-551,-1,-1,1
1360,11612,-11340,4016,47,806,64,-1,-1,1
-7240,668,-14152,4048,-26,395,-57,-1,-1,0
-7328,800,-14288,4048,31,257,-25,-1,-1,0
-2352,14644,-6756,4048,-1689,1577,89,-1,-1,1
-1192,14900,-7228,4048,1560,2881,636,-1,-1,1
-924,14144,-6428,4048,633,2957,-66,-1,-1,1
-1848,14660,-6932,4048,-789,781,638,-1,-1,1
-1980,13964,-6660,4048,-174,529,216,-1,-1,1
-2980,14784,-7140,4048,648,-874,-711,-1,-1,1
-1364,14316,-6536,4048,-680,2794,321,-1,-1,1
-1572,14516,-6292,4048,-106,-1627,-1391,-1,-1,1
-2628,15140,-7476,4048,-24,1515,414,-1,-1,1
-1920,14392,-6524,4048,1313,1085,-16,-1,-1,1
-2544,14564,-7076,4048,-1819,2910,953,-1,-1,1
-2064,14680,-6604,4048,-337,-926,-100,-1,-1,1
-1396,14424,-6584,4048,597,3178,1622,-1,-1,1
-2404,14596,-6848,4048,980,1568,910,-1,-1,1
-2244,14564,-6416,4048,-7,1015,164,-1,-1,1
-2172,15120,-6548,4048,1746,-2276,-1699,-1,-1,1
-1992,14480,-6484,4048,-181,785,-29,-1,-1,1
-1776,14656,-5112,4048,211,2139,861,-1,-1,1
-4280,14908,-6384,4048,1927,-5447,-2677,-1,-1,1
-2108,14884,-6768,4048,-623,-123,410,-1,-1,1
-2152,14540,-5956,4048,651,3854,800,-1,-1,1
-2172,14756,-6352,4048,3730,-7049,-2859,-1,-1,1
-3332,15236,-7240,4048,952,-1845,-896,-1,-1,1
-4296,13736,-6168,4048,76,-2381,-1202,-1,-1,1
-2260,15404,-6132,4048,-886,-1989,-1595,-1,-1,1
-4780,14220,-6292,4048,68,-2885,-1260,-1,-1,1
-2636,14688,-5920,4048,-389,-373,-338,-1,-1,1
-4436,14468,-6460,4048,332,-199,-210,-1,-1,1
-2908,14472,-6904,4048,676,1896,1609,-1,-1,1
-4244,14000,-6716,4048,797,-1191,-454,-1,-1,1
-4820,13696,-6396,4048,118,120,-1037,-1,-1,1
-4240,13404,-6388,4048,539,2985,729,-1,-1,1
-3372,13784,-6844,4048,-614,3132,509,-1,-1,1
1356,11568,-11360,4048,64,242,-67,-1,-1,1
1432,11648,-11256,4048,21,284,20,-1,-1,1
-7252,652,-14264,4064,93,391,-26,-1,-1,0
-7256,616,-14272,4064,32,415,-49,-1,-1,0
2380,12532,-9932,4064,-74,204,-50,-1,-1,0
-2212,14664,-6684,4064,-601,1290,-355,-1,-1,1
-1756,14144,-7008,4064,-228,1063,243,-1,-1,1
-1588,14448,-6724,4064,282,1558,80,-1,-1,1
-2004,14740,-6760,4064,835,-2230,-1937,-1,-1,1
-2180,14000,-6948,4064,625,-2810,-720,-1,-1,1
-1540,13864,-6728,4064,-973,5279,979,-1,-1,1
-2020,14540,-7140,4064,-38,1552,684,-1,-1,1
-1704,14224,-7428,4064,340,418,1430,-1,-1,1
-1680,14652,-6392,4064,-288,-1186,-1225,-1,-1,1
-2808,14372,-6824,4064,845,-340,-554,-1,-1,1
-2620,14576,-6448,4064,312,-892,487,-1,-1,1
-3040,14212,-6652,4064,-1566,1858,994,-1,-1,1
-2108,14944,-6532,4064,-293,-1282,119,-1,-1,1
-1760,14568,-6416,4064,2204,-3753,-694,-1,-1,1
-3252,14560,-6204,4064,1474,2593,281,-1,-1,1
-2112,14916,-6324,4064,-267,3198,1545,-1,-1,1
-2968,14700,-6696,4064,136,-2944,-855,-1,-1,1
-3148,14564,-6332,4064,851,1022,-100,-1,-1,1
-2464,14708,-6368,4064,998,4143,1414,-1,-1,1
-2760,15196,-7044,4064,185,424,381,-1,-1,1
-2876,15880,-8232,4064,-1634,1474,376,-1,-1,1
-3048,14636,-5488,4064,871,-2749,-946,-1,-1,1
-2440,14392,-6160,4064,-492,4316,1583,-1,-1,1
-2616,13820,-6224,4064,-1068,7381,2801,-1,-1,1
-5164,14444,-6748,4064,1177,2466,-75,-1,-1,1
-2240,15096,-6088,4064,435,-2285,-1273,-1,-1,1
-2156,14872,-6184,4064,-258,-89,-696,-1,-1,1
-3960,14572,-6280,4064,1015,-1241,17,-1,-1,1
-3104,14320,-6392,4064,-1013,4766,1562,-1,-1,1
-4260,14268,-6284,4064,206,2734,911,-1,-1,1
-3244,13948,-6124,4064,484,2559,2081,-1,-1,1
-2036,14860,-7220,4064,2763,1326,1670,-1,-1,1
-4436,14528,-7324,4064,997,-2868,-452,-1,-1,1
-4660,14200,-6464,4064,-1410,1864,874,-1,-1,1
-4364,14036,-6896,4064,-391,-1705,-781,-1,-1,1
-3516,14684,-6216,4064,288,-1917,-509,-1,-1,1
-3840,14736,-7060,4064,1768,-2232,-1072,-1,-1,1
-4200,13804,-6428,4064,-1713,2879,267,-1,-1,1
-5844,13968,-7612,4064,2019,-1654,-1266,-1,-1,1
-2444,15492,-8152,4064,-1219,2822,1205,-1,-1,1
-4120,14264,-6244,4064,913,-2169,-1234,-1,-1,1
-3708,14264,-6648,4064,-1146,-569,-635,-1,-1,1
-4392,14272,-6552,4064,727,-1793,-713,-1,-1,1
-4528,13116,-5624,4064,-412,-92,-731,-1,-1,1
-5256,14148,-6536,4064,1880,-7070,-2923,-1,-1,1
-4924,14364,-7324,4064,664,-1754,-1296,-1,-1,1
-4076,14004,-6516,4064,614,2530,590,-1,-1,1
-4156,13672,-6896,4064,1267,872,228,-1,-1,1
-5524,13808,-6592,4064,-193,-343,70,-1,-1,1
-5848,14272,-6456,4064,51,944,655,-1,-1,1
1344,11612,-11216,4064,57,39,-61,-1,-1,1
1384,11612,-11252,4064,31,796,-8,-1,-1,1
1260,11636,-11372,4064,74,225,-42,-1,-1,1
-7108,632,-14232,4080,-27,231,7,-1,-1,0
-1440,14512,-6780,4080,-545,3525,1229,-1,-1,1
-2384,14532,-7196,4080,-2625,6254,1960,-1,-1,1
-2164,14332,-6552,4080,-208,1092,413,-1,-1,1
-2204,14644,-6888,4080,138,115,408,-1,-1,1
-2336,14628,-6720,4080,57,-807,-82,-1,-1,1
-1468,15224,-5560,4080,757,-2481,-761,-1,-1,1
-1276,14812,-6576,4080,-1111,1559,862,-1,-1,1
-1860,14624,-6412,4080,879,-574,268,-1,-1,1
-2904,14792,-6012,4080,1359,-3090,-1284,-1,-1,1
-3484,14384,-6432,4080,-1227,-1883,-615,-1,-1,1
-3408,14896,-6420,4080,-3,1794,435,-1,-1,1
-3172,14420,-6172,4080,438,2775,1250,-1,-1,1
-3140,14004,-5568,4080,-505,5336,1710,-1,-1,1
-1640,14204,-6264,4080,855,2634,1705,-1,-1,1
-2132,14148,-6752,4080,18,403,801,-1,-1,1
-3456,14436,-6916,4080,-137,-933,-673,-1,-1,1
-2416,14428,-6304,4080,-134,-1357,-855,-1,-1,1
-2468,14476,-5824,4080,302,-3389,-1537,-1,-1,1
-3808,14288,-5672,4080,26,834,-728,-1,-1,1
-4672,13988,-6360,4080,580,1163,153,-1,-1,1
-4548,14096,-6296,4080,1219,-1393,-707,-1,-1,1
-5996,13940,-6736,4080,-582,3578,988,-1,-1,1
-2916,14388,-6408,4080,434,3259,1361,-1,-1,1
-4404,13992,-6512,4080,16,-751,-520,-1,-1,1
-4804,14012,-6464,4080,2259,-6672,-2986,-1,-1,1
-3848,13260,-5220,4080,-453,139,-322,-1,-1,1
-5912,12928,-6120,4080,-1118,-581,-940,-1,-1,1
-1908,13376,-5800,4080,947,1271,1815,-1,-1,1
-2012,15012,-7096,4080,974,-1303,-741,-1,-1,1
-4900,13592,-5644,4080,-243,126,-202,-1,-1,1
-4132,13908,-6320,4080,1085,1693,1373,-1,-1,1
-5176,13936,-7112,4080,1598,-543,-167,-1,-1,1
-2944,14068,-6132,4080,1244,-2860,-1177,-1,-1,1
-1584,14572,-6852,4080,90,-1394,-2313,-1,-1,1
-4080,13900,-6324,4080,443,2622,1017,-1,-1,1
-2560,14708,-6228,4080,-167,-251,-1052,-1,-1,1
-2688,13996,-5924,4080,2149,-2981,-975,-1,-1,1
-3904,14028,-6824,4080,109,-1125,-835,-1,-1,1
-5088,14080,-6952,4080,62,3073,697,-1,-1,1
-4008,14216,-7072,4080,112,2120,1262,-1,-1,1
-5648,13944,-6628,4080,514,983,183,-1,-1,1
-4896,13612,-5976,4080,-1057,-3072,-1438,-1,-1,1
-4360,13812,-6216,4080,154,-4805,-1805,-1,-1,1
-5024,13860,-6380,4080,158,-2892,-2075,-1,-1,1
-4852,14300,-7596,4080,320,3390,1698,-1,-1,1
-7124,676,-14276,4112,110,415,-46,-1,-1,0
-7084,660,-14244,4112,52,381,-39,-1,-1,0
-1816,14432,-6924,4112,-134,1392,397,-1,-1,1
-1712,14500,-6920,4112,-1606,-731,746,-1,-1,1
-1340,14812,-6108,4112,-1025,1430,33,-1,-1,1
-2104,14928,-6988,4112,20,1405,143,-1,-1,1
400,14844,-6312,4112,-199,4100,2084,-1,-1,1
-2180,14552,-6316,4112,-1716,1763,419,-1,-1,1
-2720,14512,-6680,4112,-706,4757,1823,-1,-1,1
-2808,14416,-5860,4112,1392,224,40,-1,-1,1
-3652,14848,-6756,4112,108,-3044,-992,-1,-1,1
-2920,14700,-6776,4112,582,-1761,344,-1,-1,1
-4564,14148,-6992,4112,491,-1138,-944,-1,-1,1
-2148,14324,-5688,4112,469,-3144,-1551,-1,-1,1
-3632,14292,-6528,4112,-410,-593,-520,-1,-1,1
-3060,14848,-5740,4112,-989,204,-6,-1,-1,1
-3460,14660,-6708,4112,-44,2149,758,-1,-1,1
-3524,14248,-6248,4112,-544,488,-362,-1,-1,1
-3352,14112,-5864,4112,-985,222,-16,-1,-1,1
-3796,14932,-6888,4112,773,1754,599,-1,-1,1
-4224,14640,-6500,4112,831,-4361,-619,-1,-1,1
-5392,14160,-6844,4112,147,-1183,-455,-1,-1,1
-5044,14256,-6716,4112,27,-1285,-1209,-1,-1,1
-2856,14488,-7608,4112,-928,4589,2405,-1,-1,1
-4084,15080,-7004,4112,637,2708,1918,-1,-1,1
-5572,13768,-6876,4112,1096,-2709,-1423,-1,-1,1
-3120,14532,-6116,4112,800,-3149,-695,-1,-1,1
-3668,14432,-7032,4112,630,-226,-396,-1,-1,1
-2792,14400,-7304,4112,1977,3578,2305,-1,-1,1
-5852,13540,-6920,4112,1032,-1047,-1290,-1,-1,1
-6608,12720,-5216,4112,-3747,9188,2776,-1,-1,1
-3864,14180,-6352,4112,1513,-2543,-1165,-1,-1,1
-4124,13316,-5388,4112,-836,-694,-659,-1,-1,1
-4116,14208,-7168,4112,102,928,160,-1,-1,1
-3852,13508,-6560,4112,2062,-3876,-628,-1,-1,1
-4896,13912,-7272,4112,1269,167,-46,-1,-1,1
-4876,13228,-6872,4112,682,1656,116,-1,-1,1
-5916,14588,-7264,4112,343,-1758,47,-1,-1,1
-3432,14448,-6016,4112,-699,-636,-751,-1,-1,1
-4476,13928,-6344,4112,450,-3669,-1168,-1,-1,1
-4856,14184,-6820,4112,593,3643,2174,-1,-1,1
-4028,14308,-6140,4112,-796,455,316,-1,-1,1
-4448,14280,-6688,4112,-912,859,-732,-1,-1,1
1404,11556,-11284,4112,88,307,-44,-1,-1,1
1428,11616,-11204,4112,63,371,-45,-1,-1,1
1148,11528,-11236,4112,67,461,95,-1,-1,1
1324,11476,-11440,4112,79,96,31,-1,-1,1
1352,11724,-11352,4112,87,-128,-26,-1,-1,1
1360,11620,-11268,4112,32,549,-2,-1,-1,1
-7212,656,-14296,4128,-13,268,-35,-1,-1,0
-2792,14292,-6180,4128,1323,-2912,-1842,-1,-1,1
-1880,14660,-6764,4128,1488,-920,-120,-1,-1,1
-3236,14952,-6852,4128,-369,6221,1926,-1,-1,1
-2772,14856,-5644,4128,582,-4911,-1014,-1,-1,1
-3740,14016,-5916,4128,511,340,645,-1,-1,1
-4372,13680,-5604,4128,85,-5487,-1889,-1,-1,1
-5012,13948,-6168,4128,1,-2555,-904,-1,-1,1
-6012,13328,-6264,4128,1503,-5003,-2131,-1,-1,1
-5348,14376,-6288,4128,-174,313,24,-1,-1,1
-4400,14384,-7912,4128,-11,570,670,-1,-1,1
-2404,13812,-6672,4128,2200,3833,2804,-1,-1,1
-3924,14152,-6216,4128,1260,3062,3096,-1,-1,1
-3464,14280,-6440,4128,-1467,69,-488,-1,-1,1
-5360,13528,-6352,4128,152,5707,2450,-1,-1,1
-4680,13948,-6280,4128,-368,-988,-275,-1,-1,1
-2988,13820,-6920,4128,-603,2146,-210,-1,-1,1
-3788,14576,-5544,4128,-646,-61,352,-1,-1,1
-4104,14032,-5784,4128,-702,1605,1590,-1,-1,1
-5628,14440,-7208,4128,373,-958,-366,-1,-1,1
-5828,14520,-7936,4128,-3146,12818,5471,-1,-1,1
-4080,14820,-7864,4128,2156,2203,1362,-1,-1,1
-4936,14244,-6704,4128,-328,-1309,-1696,-1,-1,1
-4768,13664,-6104,4128,-709,-501,-383,-1,-1,1
-5200,13872,-6396,4128,-470,-4764,-1491,-1,-1,1
-5360,14072,-5664,4128,-21,345,40,-1,-1,1
-5312,14004,-5852,4128,-55,497,-54,-1,-1,1
1304,11620,-11216,4128,182,318,48,-1,-1,1
1340,11576,-11212,4128,72,484,111,-1,-1,1
1316,11688,-11208,4128,153,403,60,-1,-1,1
1372,11652,-11224,4128,25,593,15,-1,-1,1
1272,11664,-11192,4128,30,250,-9,-1,-1,1
-6388,444,-14636,4144,36,385,-17,-1,-1,0
-7096,708,-14196,4144,48,343,-17,-1,-1,0
-7100,716,-14340,4144,23,351,-18,-1,-1,0
-7152,764,-14272,4144,5,365,-8,-1,-1,0
-7028,676,-14288,4144,37,396,2,-1,-1,0
-7052,652,-14352,4144,28,397,-46,-1,-1,0
-7116,640,-14240,4144,45,352,-41,-1,-1,0
-6996,700,-14192,4144,33,369,-18,-1,-1,0
2372,12520,-9992,4144,-15,443,21,-1,-1,0
-2676,14244,-6136,4144,1867,-2226,-749,-1,-1,1
-3560,14384,-6292,4144,-633,2970,595,-1,-1,1
-3404,14424,-6700,4144,1033,-1047,-247,-1,-1,1
-4840,14152,-6808,4144,-190,-2256,-682,-1,-1,1
-5808,13800,-6136,4144,654,748,-408,-1,-1,1
-5884,13732,-6632,4144,2082,-3389,-2116,-1,-1,1
-2960,14268,-6248,4144,-228,3989,1076,-1,-1,1
-5108,14876,-7792,4144,23,1347,321,-1,-1,1
-5488,14072,-6812,4144,1956,-5197,-2215,-1,-1,1
-3524,14068,-5956,4144,-33,-269,211,-1,-1,1
-4100,14808,-7796,4144,2137,-1219,-812,-1,-1,1
-4224,14816,-7676,4144,2349,539,692,-1,-1,1
-4308,13928,-6588,4144,-281,-708,-822,-1,-1,1
-5040,13072,-6636,4144,1493,-1814,-394,-1,-1,1
-5312,12972,-6400,4144,783,687,-71,-1,-1,1
-6184,14784,-7124,4144,-592,1869,292,-1,-1,1
-2848,14304,-6484,4144,-995,1843,1008,-1,-1,1
-5388,13600,-6404,4144,-39,511,-427,-1,-1,1
-4396,14164,-5812,4144,-1383,-483,-924,-1,-1,1
-5916,13372,-6660,4144,398,-1905,-1665,-1,-1,1
-6000,13660,-7004,4144,1148,-773,-1141,-1,-1,1
-4516,13520,-6676,4144,372,5264,2580,-1,-1,1
-5408,13408,-6472,4144,490,-1921,-657,-1,-1,1
-3780,14140,-6824,4144,-1245,-909,-892,-1,-1,1
-5660,13744,-6168,4144,509,997,-278,-1,-1,1
-4644,13764,-6352,4144,373,4454,2860,-1,-1,1
-5628,13552,-6140,4144,216,-1456,-321,-1,-1,1
-5200,13924,-6360,4144,-312,-2081,-1672,-1,-1,1
-4620,14256,-6000,4144,169,-4843,-2096,-1,-1,1
-4612,13512,-5896,4144,559,5028,2090,-1,-1,1
-6564,13572,-7076,4144,83,1987,-327,-1,-1,1
-4504,13704,-6424,4144,316,4400,2809,-1,-1,1
-5348,14148,-6484,4144,-279,-141,-343,-1,-1,1
-3660,14148,-7012,4144,-740,425,-548,-1,-1,1
-4184,14020,-6552,4144,-297,-1927,-1639,-1,-1,1
-6312,13660,-6412,4144,5,2886,109,-1,-1,1
-5560,13880,-6256,4144,474,-3709,-1247,-1,-1,1
-3760,14184,-6672,4144,-1073,549,-413,-1,-1,1
-3516,14216,-6576,4144,-1030,1751,-276,-1,-1,1
-6460,13596,-6424,4144,301,1635,-295,-1,-1,1
-4500,13736,-6056,4144,1006,3618,2672,-1,-1,1
-5164,14568,-7088,4144,-285,-1035,-239,-1,-1,1
-5716,14100,-6240,4144,16,1018,153,-1,-1,1
-3388,14272,-6756,4144,181,576,503,-1,-1,1
-5168,14040,-7360,4144,-770,790,376,-1,-1,1
-5256,13620,-7064,4144,121,-325,-267,-1,-1,1
-4268,13956,-6388,4144,-1179,1042,-342,-1,-1,1
-4856,13636,-6552,4144,-162,-1203,-301,-1,-1,1
-4600,14164,-6416,4144,-281,25,-305,-1,-1,1
-4036,14144,-6780,4144,-1545,5177,1909,-1,-1,1
-4008,14872,-6992,4144,-1894,970,-68,-1,-1,1
-5336,15512,-9008,4144,-1517,9125,3578,-1,-1,1
-6376,12572,-4384,4144,-1881,8071,2838,-1,-1,1
-3776,16196,-9620,4144,-953,6890,1988,-1,-1,1
-4724,12808,-5584,4144,2154,-9214,-3649,-1,-1,1
-4276,14472,-6748,4144,921,-349,-279,-1,-1,1
-6200,13964,-6744,4144,17,62,-709,-1,-1,1
-4484,13012,-6288,4144,789,1393,477,-1,-1,1
-4252,13840,-5940,4144,1448,-6250,-2585,-1,-1,1
-3856,13928,-6388,4144,-1079,-23,-1291,-1,-1,1
-4008,13824,-6040,4144,-399,-2652,-2631,-1,-1,1
-3824,14020,-5880,4144,-475,-3118,-2460,-1,-1,1
-5096,14028,-6692,4144,250,3223,486,-1,-1,1
-4460,14912,-6964,4144,1523,648,1086,-1,-1,1
-6052,13552,-6660,4144,1193,-2378,-259,-1,-1,1
-4212,13644,-5688,4144,-870,-4101,-1285,-1,-1,1
-5452,13820,-5624,4144,-200,82,194,-1,-1,1
-5840,13864,-5180,4144,294,-475,-1017,-1,-1,1
-6068,14036,-5760,4144,-252,1680,656,-1,-1,1
-4112,14480,-5420,4144,-570,-1203,-1119,-1,-1,1
-5744,13944,-5448,4144,-101,-1102,-1084,-1,-1,1
-5600,14236,-5024,4144,-36,810,292,-1,-1,1
1236,11640,-11256,4144,56,-40,-76,-1,-1,1
1376,11700,-11324,4144,42,523,35,-1,-1,1
1324,11576,-11228,4144,80,242,-16,-1,-1,1
1352,11628,-11320,4144,43,337,-43,-1,-1,1
1364,11688,-11296,4144,44,291,78,-1,-1,1
2116,11864,-11236,4144,-80,651,390,-1,-1,1
1440,11732,-11168,4144,-164,985,-367,-1,-1,1
1496,11632,-11236,4144,-37,1001,136,-1,-1,1
-6320,580,-14476,4176,10,330,-40,-1,-1,0
-7104,732,-14304,4176,57,315,-31,-1,-1,0
-7072,636,-14336,4176,20,328,-29,-1,-1,0
-7108,580,-14196,4176,43,324,-99,-1,-1,0
-2112,14864,-6452,4176,-270,1752,838,-1,-1,1
-2848,14208,-5572,4176,-745,4426,935,-1,-1,1
-2252,13924,-5976,4176,-360,3949,1971,-1,-1,1
-5252,14352,-6560,4176,-18,-4323,-1423,-1,-1,1
-4356,14100,-6424,4176,484,-2240,-1732,-1,-1,1
-3600,13796,-6240,4176,-747,-1370,-1007,-1,-1,1
-4556,14184,-6344,4176,-445,3419,1085,-1,-1,1
-3896,14244,-6368,4176,-162,-880,-496,-1,-1,1
-5144,14124,-6720,4176,-94,-646,-895,-1,-1,1
-3324,14332,-6132,4176,112,375,-981,-1,-1,1
-4776,14256,-5820,4176,276,-1382,-860,-1,-1,1
-3544,14196,-6220,4176,-771,-314,-974,-1,-1,1
-4872,14072,-7184,4176,-647,1339,923,-1,-1,1
-2700,13828,-6472,4176,953,-1490,-465,-1,-1,1
-824,15516,-8776,4176,26,1010,-236,-1,-1,1
-6068,12460,-4440,4176,-1872,5364,2051,-1,-1,1
-5368,14280,-6484,4176,456,1744,404,-1,-1,1
-3712,14352,-6152,4176,122,-179,-12,-1,-1,1
-5100,13540,-6040,4176,781,3189,862,-1,-1,1
-5080,13700,-5876,4176,-961,-3351,-463,-1,-1,1
-3232,14736,-6460,4176,1493,-4417,-3173,-1,-1,1
-4312,13828,-6264,4176,-43,6515,3035,-1,-1,1
-5268,13720,-6432,4176,-914,6007,2049,-1,-1,1
-5036,13836,-6268,4176,-9,-5297,-1639,-1,-1,1
-4608,14428,-6256,4176,-104,-1332,-102,-1,-1,1
-4344,13816,-5932,4176,-254,-1233,-1090,-1,-1,1
-4904,13836,-5900,4176,465,-1054,-75,-1,-1,1
-5628,13756,-5540,4176,-66,374,293,-1,-1,1
-4656,14232,-6060,4176,296,1845,1485,-1,-1,1
-4880,14092,-5508,4176,150,2064,901,-1,-1,1
-4664,13920,-5492,4176,-38,2152,1017,-1,-1,1
-4996,14460,-6052,4176,76,-71,574,-1,-1,1
-5968,13892,-5556,4176,216,312,-58,-1,-1,1
1456,11684,-11068,4176,-87,518,66,-1,-1,1
1252,11656,-11316,4176,30,347,1,-1,-1,1
1388,11608,-11184,4176,51,294,-17,-1,-1,1
1312,11636,-11260,4176,47,12,2,-1,-1,1
1204,11596,-11180,4176,68,306,-33,-1,-1,1
1892,11780,-11316,4176,168,911,-374,-1,-1,1
1176,11788,-11264,4176,91,653,243,-1,-1,1
1312,11268,-11424,4176,362,-760,-218,-1,-1,1
-7068,676,-14348,4192,164,561,-50,-1,-1,0
-7100,748,-14336,4192,48,373,-32,-1,-1,0
-7100,696,-14172,4192,12,324,-39,-1,-1,0
-7112,672,-14360,4192,69,323,0,-1,-1,0
-7144,704,-14256,4192,77,357,-33,-1,-1,0
-7152,636,-14272,4192,22,377,-53,-1,-1,0
-4940,14184,-7164,4192,420,-2873,-1446,-1,-1,1
-2992,14428,-7392,4192,3200,1702,1864,-1,-1,1
-5676,13324,-5960,4192,-224,-5047,-2601,-1,-1,1
-6328,13800,-6788,4192,27,-390,-1254,-1,-1,1
-4416,14024,-6356,4192,-226,-1953,-1101,-1,-1,1
-3180,14012,-6432,4192,-881,-429,-858,-1,-1,1
-3472,14296,-6492,4192,-649,-1627,-914,-1,-1,1
-4632,13976,-6588,4192,702,-2297,-1018,-1,-1,1
-6100,13760,-6988,4192,-567,-1024,-1447,-1,-1,1
-5140,14368,-7232,4192,939,1255,1333,-1,-1,1
-4012,15072,-7088,4192,876,1815,847,-1,-1,1
-2916,14372,-6860,4192,-821,2853,1087,-1,-1,1
-3824,14380,-6372,4192,886,-2808,-2403,-1,-1,1
-5496,13244,-5448,4192,-561,-2348,-857,-1,-1,1
-3156,14612,-7448,4192,1447,-2004,-722,-1,-1,1
-4752,14280,-7684,4192,-2778,14957,5726,-1,-1,1
-6852,13152,-5808,4192,-2922,10441,4102,-1,-1,1
-4060,15944,-9412,4192,-104,2017,300,-1,-1,1
-4780,15544,-8628,4192,-1613,9210,3252,-1,-1,1
-5784,13128,-6268,4192,-118,1403,435,-1,-1,1
-5964,14028,-7072,4192,213,118,620,-1,-1,1
-6172,13996,-6816,4192,1324,-495,-702,-1,-1,1
-5976,12848,-5916,4192,847,1345,-161,-1,-1,1
-5592,13972,-6532,4192,227,-2783,-1898,-1,-1,1
-3600,14436,-6540,4192,350,260,-635,-1,-1,1
-3044,14260,-6416,4192,575,-3076,-2137,-1,-1,1
-4972,13900,-7052,4192,-210,1881,1225,-1,-1,1
-5852,13296,-6332,4192,-6,5615,1656,-1,-1,1
-5380,13868,-7084,4192,-242,6231,2713,-1,-1,1
-5216,12996,-6712,4192,-521,1844,2045,-1,-1,1
-4500,14652,-6768,4192,-466,-125,1373,-1,-1,1
-6372,13292,-5960,4192,295,-6916,-2792,-1,-1,1
-4340,14200,-6312,4192,39,-2494,-9,-1,-1,1
-4540,14788,-6912,4192,922,-2122,-1152,-1,-1,1
-5680,14308,-6492,4192,-583,4936,1821,-1,-1,1
-4600,14284,-6532,4192,77,-460,819,-1,-1,1
-5864,13136,-5780,4192,712,-2520,-463,-1,-1,1
-6552,14604,-7224,4192,864,-597,-1438,-1,-1,1
-5104,13852,-5956,4192,975,1661,1497,-1,-1,1
