aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Result
1172,13000,-9532,4496,64,400,29,-1,-1,0
1240,13056,-9588,4496,85,444,8,-1,-1,0
1272,12904,-9680,4496,36,319,-19,-1,-1,0
-6188,592,-14680,4496,-13,346,-42,-1,-1,0
1264,13024,-9656,4496,83,439,32,-1,-1,0
1332,12984,-9628,4496,11,311,-65,-1,-1,0
1332,12924,-9576,4496,73,399,65,-1,-1,0
1264,12928,-9540,4496,94,402,42,-1,-1,0
1356,12936,-9616,4496,51,357,-47,-1,-1,0
-6160,472,-14636,4496,37,361,-41,-1,-1,0
1632,12992,-9408,4496,-29,283,-59,-1,-1,0
-6148,532,-14660,4496,-7,244,-20,-1,-1,0
-6252,604,-16360,4496,-864,-197,234,-1,-1,0
960,13208,-9364,4496,-55,299,15,-1,-1,0
904,13104,-9392,4496,-12,299,-2,-1,-1,0
856,13108,-9444,4496,64,366,-48,-1,-1,0
1036,13004,-9520,4496,87,332,9,-1,-1,0
1036,13024,-9420,4496,38,269,-8,-1,-1,0
988,13004,-9452,4496,122,365,-36,-1,-1,0
980,13124,-9608,4496,29,319,13,-1,-1,0
1028,13084,-9484,4496,54,163,-48,-1,-1,0
936,13064,-9428,4496,178,502,99,-1,-1,0
1128,13056,-9532,4496,72,336,5,-1,-1,0
996,13088,-9512,4496,12,358,28,-1,-1,0
880,13068,-9332,4496,88,353,5,-1,-1,0
872,13016,-9312,4496,76,329,-17,-1,-1,0
1004,13128,-9576,4496,62,360,-48,-1,-1,0
936,13068,-9412,4496,20,315,-49,-1,-1,0
920,13108,-9416,4496,-33,329,8,-1,-1,0
1032,13072,-9496,4496,45,391,-74,-1,-1,0
1088,13024,-9464,4496,107,364,17,-1,-1,0
900,13024,-9468,4496,95,392,-2,-1,-1,0
952,13076,-9472,4496,42,480,-27,-1,-1,0
864,13160,-9524,4496,-1,369,101,-1,-1,0
904,13092,-9604,4496,22,350,-53,-1,-1,0
836,13036,-9504,4496,53,380,39,-1,-1,0
928,13108,-9552,4496,26,403,22,-1,-1,0
796,13020,-9544,4496,132,358,-41,-1,-1,0
868,12980,-9532,4496,125,342,-5,-1,-1,0
1008,13064,-9436,4496,-9,338,45,-1,-1,0
960,13040,-9612,4496,110,392,25,-1,-1,0
948,13076,-9564,4496,40,262,-2,-1,-1,0
996,13068,-9460,4496,111,339,51,-1,-1,0
868,13076,-9456,4496,50,363,9,-1,-1,0
1004,13104,-9432,4496,36,382,-15,-1,-1,0
1040,13084,-9472,4496,113,316,-16,-1,-1,0
932,13132,-9432,4496,27,401,-10,-1,-1,0
952,13072,-9412,4496,107,325,-50,-1,-1,0
948,13076,-9512,4496,83,450,12,-1,-1,0
1060,13132,-9452,4496,54,330,-4,-1,-1,0
1040,13164,-9560,4496,119,538,-33,-1,-1,0
1004,13104,-9468,4496,78,242,1,-1,-1,0
912,13184,-9480,4496,46,419,14,-1,-1,0
1028,13112,-9452,4496,78,289,-55,-1,-1,0
940,13024,-9376,4496,209,428,-46,-1,-1,0
992,13136,-9500,4496,61,329,-29,-1,-1,0
904,13080,-9472,4496,24,312,18,-1,-1,0
944,12976,-9440,4496,100,336,-12,-1,-1,0
1096,13024,-9472,4496,132,257,-93,-1,-1,0
1116,13072,-9612,4496,81,311,-32,-1,-1,0
1012,13040,-9496,4496,97,379,-19,-1,-1,0
988,13044,-9376,4496,159,415,-1,-1,-1,0
1036,13044,-9384,4496,101,408,36,-1,-1,0
908,13052,-9496,4496,-12,356,-45,-1,-1,0
924,13060,-9580,4496,85,359,-12,-1,-1,0
996,13060,-9608,4496,173,519,2,-1,-1,0
1032,13136,-9568,4496,25,321,-39,-1,-1,0
-7120,564,-14172,4496,77,338,-54,-1,-1,0
864,13036,-9460,4496,36,418,36,-1,-1,0
-7076,676,-14276,4496,37,374,-23,-1,-1,0
1012,12824,-9588,4496,172,547,-92,-1,-1,0
-7060,700,-14280,4496,111,378,-78,-1,-1,0
1140,13012,-9580,4496,79,284,-555,-1,-1,0
920,12792,-9292,4496,310,736,-116,-1,-1,0
840,12940,-9712,4496,69,328,-32,-1,-1,0
704,12896,-9688,4496,111,404,5,-1,-1,0
964,12924,-9668,4496,43,279,26,-1,-1,0
924,13020,-9648,4496,51,350,-16,-1,-1,0
868,12932,-9704,4496,157,332,38,-1,-1,0
960,13028,-9664,4496,25,283,-34,-1,-1,0
856,12960,-9664,4496,116,385,148,-1,-1,0
-7108,636,-14360,4496,50,318,-81,-1,-1,0
824,12824,-9728,4496,238,479,-19,-1,-1,0
1060,12956,-9632,4496,47,373,-33,-1,-1,0
1076,12916,-9760,4496,94,327,18,-1,-1,0
-7160,588,-14328,4496,100,315,-48,-1,-1,0
-7076,724,-14392,4496,22,359,-27,-1,-1,0
1092,12880,-9604,4496,212,452,-80,-1,-1,0
-7132,728,-14316,4496,33,357,-16,-1,-1,0
-7060,704,-14228,4496,24,366,-19,-1,-1,0
1112,12872,-9784,4496,93,187,-7,-1,-1,0
820,12752,-9716,4496,67,426,-30,-1,-1,0
1020,12852,-9832,4496,77,472,21,-1,-1,0
-6980,704,-14276,4496,55,364,-28,-1,-1,0
-7084,732,-14244,4496,39,342,-73,-1,-1,0
-7120,692,-14256,4496,-67,303,-17,-1,-1,0
1000,12896,-9760,4496,13,222,32,-1,-1,0
-7040,712,-14256,4496,51,369,-5,-1,-1,0
816,12852,-9756,4496,-60,300,28,-1,-1,0
1052,12796,-9720,4496,165,447,26,-1,-1,0
-7100,780,-14252,4496,32,352,-52,-1,-1,0
-7016,640,-14276,4496,30,393,-56,-1,-1,0
-7040,696,-14352,4496,28,336,-42,-1,-1,0
1032,12784,-9776,4496,158,330,-74,-1,-1,0
1104,12748,-9952,4496,212,345,11,-1,-1,0
1056,12672,-9736,4496,-8,258,-40,-1,-1,0
1036,12848,-9948,4496,172,538,43,-1,-1,0
1092,12780,-9820,4496,11,199,-100,-1,-1,0
964,12764,-9944,4496,47,448,-49,-1,-1,0
-7148,700,-14296,4496,-5,311,-31,-1,-1,0
-7028,604,-14312,4496,71,377,-31,-1,-1,0
1044,12680,-9772,4496,176,371,-52,-1,-1,0
-6972,644,-14172,4496,146,439,-21,-1,-1,0
1068,12756,-9816,4496,-18,287,2,-1,-1,0
1056,12688,-9884,4496,81,253,-22,-1,-1,0
-7088,688,-14292,4496,25,414,-55,-1,-1,0
936,12740,-9876,4496,50,454,46,-1,-1,0
-7108,716,-14276,4496,67,403,-31,-1,-1,0
1012,12868,-9952,4496,22,548,13,-1,-1,0
1028,12832,-9836,4496,27,322,-5,-1,-1,0
1032,12744,-10060,4496,38,272,27,-1,-1,0
-7080,660,-14248,4496,60,319,-84,-1,-1,0
-7020,688,-14336,4496,10,344,-74,-1,-1,0
-7020,684,-14292,4496,35,327,-34,-1,-1,0
-7132,676,-14344,4496,10,372,2,-1,-1,0
-7016,636,-14256,4496,47,328,-62,-1,-1,0
-7108,644,-14364,4496,52,328,-55,-1,-1,0
988,12728,-9948,4496,-29,360,44,-1,-1,0
-7040,644,-14344,4496,14,345,-45,-1,-1,0
-7172,672,-14388,4496,19,302,1,-1,-1,0
-7036,660,-14336,4496,18,356,-40,-1,-1,0
-7040,660,-14308,4496,64,370,-55,-1,-1,0
-7068,644,-14328,4496,35,369,-13,-1,-1,0
-7120,612,-14348,4496,-24,293,-35,-1,-1,0
-7112,652,-14220,4496,70,343,-42,-1,-1,0
1108,12752,-9948,4496,-5,427,3,-1,-1,0
-7000,616,-14220,4496,63,292,-49,-1,-1,0
-7072,668,-14288,4496,10,325,-49,-1,-1,0
-7072,608,-14452,4496,43,406,-25,-1,-1,0
-7052,636,-14272,4496,55,346,-30,-1,-1,0
-6912,660,-14228,4496,26,425,-24,-1,-1,0
-6988,640,-14304,4496,48,406,-31,-1,-1,0
1152,12700,-9980,4496,-21,281,-32,-1,-1,0
-7060,680,-14304,4496,72,367,-56,-1,-1,0
-7132,592,-14256,4496,-37,434,-71,-1,-1,0
-7104,648,-14236,4496,23,323,-28,-1,-1,0
1160,12644,-9972,4496,99,332,-25,-1,-1,0
-7064,616,-14344,4496,37,360,-38,-1,-1,0
-7000,656,-14260,4496,45,415,-21,-1,-1,0
-7040,608,-14256,4496,35,322,-22,-1,-1,0
-7048,588,-14216,4496,46,287,-31,-1,-1,0
-7056,596,-14268,4496,15,355,-24,-1,-1,0
1156,12680,-10152,4496,83,361,-44,-1,-1,0
-7024,644,-14272,4496,51,369,-21,-1,-1,0
-7044,652,-14328,4496,61,325,-48,-1,-1,0
-7036,592,-14272,4496,41,347,-83,-1,-1,0
-6984,692,-14416,4496,57,327,-30,-1,-1,0
-7052,632,-14320,4496,29,376,-37,-1,-1,0
1072,12596,-9920,4496,125,343,69,-1,-1,0
-7060,596,-14268,4496,28,303,-26,-1,-1,0
-7044,644,-14268,4496,58,368,-1,-1,-1,0
-7032,628,-14336,4496,26,370,-42,-1,-1,0
-7132,672,-14404,4496,10,399,-18,-1,-1,0
1156,12632,-10064,4496,64,356,-15,-1,-1,0
-7040,680,-14256,4496,-23,356,-33,-1,-1,0
1192,12644,-9988,4496,134,337,51,-1,-1,0
-7080,636,-14264,4496,40,315,-29,-1,-1,0
-7048,740,-14328,4496,-9,363,-39,-1,-1,0
-7092,628,-14440,4496,3,287,-20,-1,-1,0
1264,12612,-10056,4496,187,406,27,-1,-1,0
-6952,652,-14352,4496,56,422,-65,-1,-1,0
-7060,628,-14308,4496,-24,335,-32,-1,-1,0
-7092,528,-14292,4496,24,366,-14,-1,-1,0
-7024,668,-14324,4496,12,415,-39,-1,-1,0
-7020,636,-14332,4496,46,351,-21,-1,-1,0
-7076,644,-14276,4496,57,349,-69,-1,-1,0
1156,12576,-10016,4496,102,350,-77,-1,-1,0
-7012,664,-14364,4496,42,340,-42,-1,-1,0
1080,12644,-10180,4496,-13,314,24,-1,-1,0
-6992,712,-14448,4496,23,377,14,-1,-1,0
1176,12708,-10056,4496,34,388,11,-1,-1,0
-7052,584,-14316,4496,69,366,-53,-1,-1,0
1188,12556,-10112,4496,67,378,-46,-1,-1,0
-7084,588,-14232,4496,-10,356,-68,-1,-1,0
1180,12592,-10168,4496,19,253,-18,-1,-1,0
-7060,652,-14324,4496,51,303,-33,-1,-1,0
1204,12604,-10028,4496,71,305,-10,-1,-1,0
-7012,648,-14408,4496,31,389,-42,-1,-1,0
1160,12612,-10108,4496,43,417,55,-1,-1,0
1144,12612,-10024,4496,50,341,-44,-1,-1,0
1216,12632,-10092,4496,48,285,-50,-1,-1,0
-6988,620,-14268,4496,63,342,-80,-1,-1,0
-6928,536,-14324,4496,-237,224,-2,-1,-1,0
-7012,684,-14300,4496,61,416,-19,-1,-1,0
-7000,624,-14316,4496,85,358,-17,-1,-1,0
-7088,600,-14308,4496,72,387,-49,-1,-1,0
-7028,684,-14292,4496,50,327,-53,-1,-1,0
1368,12704,-10104,4496,54,392,-37,-1,-1,0
-7028,612,-14316,4496,-35,310,-18,-1,-1,0
-7028,584,-14312,4496,-6,347,-1,-1,-1,0
1108,12660,-10152,4496,126,559,25,-1,-1,0
-7028,624,-14336,4496,73,333,-49,-1,-1,0
-7020,664,-14288,4496,47,334,-52,-1,-1,0
1100,12592,-10072,4496,32,388,-13,-1,-1,0
-7000,688,-14412,4496,96,369,-13,-1,-1,0
1168,12672,-10016,4496,6,332,13,-1,-1,0
-7004,628,-14336,4496,72,378,-54,-1,-1,0
1212,12624,-10100,4496,62,335,-74,-1,-1,0
-6988,664,-14212,4496,19,337,-29,-1,-1,0
-7016,548,-14276,4496,38,341,-48,-1,-1,0
-7068,580,-14204,4496,26,309,-22,-1,-1,0
-7012,664,-14412,4496,44,403,-19,-1,-1,0
-7000,600,-14268,4496,54,430,-25,-1,-1,0
-7064,660,-14268,4496,-12,361,-8,-1,-1,0
-7052,576,-14420,4496,109,338,-9,-1,-1,0
1084,12604,-10036,4496,19,316,-66,-1,-1,0
1012,12476,-10184,4496,67,379,130,-1,-1,0
1152,12636,-10092,4496,63,377,-36,-1,-1,0
1240,12492,-10068,4496,94,457,66,-1,-1,0
1064,12560,-10112,4496,48,404,38,-1,-1,0
1164,12580,-10136,4496,31,300,-9,-1,-1,0
1236,12652,-10080,4496,120,308,-7,-1,-1,0
1004,12576,-10020,4496,-12,296,-5,-1,-1,0
1268,12604,-10068,4496,48,300,-38,-1,-1,0
-7020,652,-14272,4496,54,354,-54,-1,-1,0
1172,12632,-10112,4496,31,314,21,-1,-1,0
1188,12636,-10120,4496,108,371,-57,-1,-1,0
-7052,624,-14384,4496,1,349,2,-1,-1,0
1084,12724,-10068,4496,44,300,-17,-1,-1,0
-7032,704,-14388,4496,29,331,-8,-1,-1,0
1028,12624,-9932,4496,69,316,52,-1,-1,0
1016,12688,-10180,4496,-72,276,-13,-1,-1,0
1000,12592,-10084,4496,39,418,9,-1,-1,0
1168,12560,-10100,4496,92,382,-10,-1,-1,0
1116,12600,-10120,4496,84,313,-5,-1,-1,0
1040,12628,-10016,4496,16,387,-34,-1,-1,0
968,12616,-9972,4496,-61,281,-56,-1,-1,0
1052,12584,-10092,4496,-45,250,-9,-1,-1,0
1016,12664,-10088,4496,44,293,-23,-1,-1,0
1176,12624,-10108,4496,131,322,-19,-1,-1,0
1108,12608,-10172,4496,17,373,-23,-1,-1,0
1076,12672,-10092,4496,36,285,4,-1,-1,0
1096,12664,-10164,4496,-3,412,-16,-1,-1,0
1100,12664,-10132,4496,31,354,23,-1,-1,0
1048,12584,-10200,4496,40,272,-19,-1,-1,0
1100,12552,-10128,4496,87,311,13,-1,-1,0
1116,12636,-10132,4496,80,326,-8,-1,-1,0
976,12644,-10028,4496,46,380,-33,-1,-1,0
1056,12568,-10000,4496,74,346,151,-1,-1,0
980,12548,-10012,4496,62,349,108,-1,-1,0
1052,12544,-10200,4496,-2,261,45,-1,-1,0
1224,12588,-10048,4496,1,340,-39,-1,-1,0
980,12648,-10172,4496,78,428,-33,-1,-1,0
1080,12600,-10016,4496,61,355,-9,-1,-1,0
1192,12564,-10016,4496,107,318,4,-1,-1,0
1080,12604,-9980,4496,34,395,3,-1,-1,0
1176,12640,-10068,4496,92,354,29,-1,-1,0
1152,12696,-10204,4496,-13,310,-12,-1,-1,0
1116,12568,-10096,4496,45,359,-20,-1,-1,0
1184,12652,-10100,4496,76,337,31,-1,-1,0
1120,12656,-10084,4496,22,352,-3,-1,-1,0
1144,12672,-10220,4496,-28,310,-36,-1,-1,0
1132,12612,-10028,4496,111,249,-100,-1,-1,0
1068,12572,-10076,4496,150,381,-33,-1,-1,0
968,12520,-10276,4496,-33,374,-27,-1,-1,0
1008,12460,-10312,4496,36,323,-58,-1,-1,0
1136,12536,-10288,4496,86,401,3,-1,-1,0
1000,12476,-10260,4496,91,388,-3,-1,-1,0
1160,12536,-10140,4496,124,301,-37,-1,-1,0
1000,12560,-10268,4496,143,472,-6,-1,-1,0
1004,12540,-10232,4496,39,291,6,-1,-1,0
1016,12468,-10252,4496,56,317,-37,-1,-1,0
-5960,776,-16564,4496,-790,-21,182,-1,-1,0
1048,12516,-10296,4496,65,407,-16,-1,-1,0
1096,12668,-10204,4496,-3,346,-97,-1,-1,0
1084,12456,-10224,4496,-4,357,-56,-1,-1,0
1072,12500,-10128,4496,105,264,-73,-1,-1,0
916,12396,-10296,4496,19,311,20,-1,-1,0
936,12504,-10180,4496,89,371,92,-1,-1,0
1016,12532,-10164,4496,16,341,-16,-1,-1,0
964,12508,-10172,4496,57,421,46,-1,-1,0
972,12556,-10160,4496,51,387,-9,-1,-1,0
1140,12460,-10180,4496,50,391,33,-1,-1,0
1000,12520,-10152,4496,3,325,-74,-1,-1,0
1100,12544,-10228,4496,48,350,-7,-1,-1,0
1076,12516,-10172,4496,73,346,3,-1,-1,0
1064,12508,-10092,4496,157,467,24,-1,-1,0
1084,12560,-10300,4496,37,376,-72,-1,-1,0
1016,12448,-10244,4496,75,268,-47,-1,-1,0
1024,12608,-10268,4496,-37,263,-22,-1,-1,0
1140,12544,-10256,4496,102,336,19,-1,-1,0
1048,12504,-10284,4496,47,403,31,-1,-1,0
1152,12608,-10236,4496,-6,226,-49,-1,-1,0
-5876,748,-16432,4496,-845,79,165,-1,-1,0
1096,12524,-10176,4496,9,264,19,-1,-1,0
1100,12532,-10228,4496,11,316,48,-1,-1,0
1032,12576,-10372,4496,-21,381,4,-1,-1,0
1036,12532,-10324,4496,21,437,-20,-1,-1,0
1032,12476,-10112,4496,64,308,-6,-1,-1,0
1088,12592,-10264,4496,49,371,-16,-1,-1,0
1052,12520,-10228,4496,85,348,-65,-1,-1,0
1016,12488,-10312,4496,37,357,-32,-1,-1,0
892,12480,-10344,4496,-74,179,-41,-1,-1,0
604,12540,-10100,4496,72,840,135,-1,-1,0
940,12320,-10312,4496,52,413,10,-1,-1,0
996,12440,-10376,4496,142,421,-8,-1,-1,0
1028,12360,-10180,4496,-91,418,-240,-1,-1,0
1068,12100,-9996,4496,177,113,-243,-1,-1,0
980,12360,-10252,4496,30,266,23,-1,-1,0
1052,12400,-10296,4496,100,310,-71,-1,-1,0
924,12420,-10272,4496,84,440,-14,-1,-1,0
1028,12468,-10384,4496,46,297,-12,-1,-1,0
972,12484,-10308,4496,-19,269,-4,-1,-1,0
884,12400,-10224,4496,127,245,-86,-1,-1,0
936,12512,-10292,4496,92,568,15,-1,-1,0
988,12412,-10392,4496,42,326,-52,-1,-1,0
1012,12416,-10208,4496,44,165,-29,-1,-1,0
944,12528,-10320,4496,-21,307,0,-1,-1,0
976,12532,-10236,4496,109,372,19,-1,-1,0
964,12412,-10448,4496,79,441,30,-1,-1,0
912,12440,-10284,4496,134,364,12,-1,-1,0
944,12384,-10432,4496,35,399,-9,-1,-1,0
932,12520,-10324,4496,-23,306,-9,-1,-1,0
972,12464,-10304,4496,68,328,-4,-1,-1,0
904,12424,-10340,4496,85,268,-68,-1,-1,0
836,12300,-10268,4496,-116,166,43,-1,-1,0
748,12412,-10212,4496,191,250,-27,-1,-1,0
784,12716,-10144,4496,9,312,-136,-1,-1,0
908,12668,-10028,4496,33,351,6,-1,-1,0
716,12528,-10088,4496,164,419,-28,-1,-1,0
776,12672,-10016,4496,107,307,-64,-1,-1,0
828,12588,-10136,4496,61,287,13,-1,-1,0
780,12588,-10132,4496,38,448,8,-1,-1,0
684,12700,-10092,4496,43,364,-38,-1,-1,0
796,12716,-10104,4496,53,437,-36,-1,-1,0
780,12692,-9908,4496,141,323,-39,-1,-1,0
884,12644,-10108,4496,59,454,-35,-1,-1,0
684,12692,-9956,4496,43,345,18,-1,-1,0
704,12696,-10116,4496,10,429,-12,-1,-1,0
720,12660,-10016,4496,65,385,-56,-1,-1,0
708,12712,-10136,4496,27,430,-76,-1,-1,0
824,12692,-9988,4496,31,290,-6,-1,-1,0
852,12628,-10172,4496,159,434,-28,-1,-1,0
732,12588,-10124,4496,36,319,0,-1,-1,0
788,12636,-10004,4496,28,237,-5,-1,-1,0
848,12636,-10120,4496,83,403,-58,-1,-1,0
796,12624,-10216,4496,152,422,-30,-1,-1,0
884,12536,-10060,4496,122,349,-82,-1,-1,0
744,12744,-10040,4496,123,403,60,-1,-1,0
788,12660,-10044,4496,87,308,-77,-1,-1,0
692,12612,-9936,4496,-32,272,-112,-1,-1,0
748,12628,-10380,4496,-16,145,-218,-1,-1,0
-5964,724,-16508,4496,-701,310,298,-1,-1,0
568,12556,-9952,4496,25,563,-259,-1,-1,0
84,12556,-9716,4496,135,415,-57,-1,-1,0
44,13128,-9384,4496,190,238,-17,-1,-1,0
-276,13096,-9244,4496,-45,-9,178,-1,-1,0
-48,13080,-9548,4496,148,491,-59,-1,-1,0
148,13164,-9452,4496,120,451,45,-1,-1,0
-5996,812,-16480,4496,-723,148,174,-1,-1,0
72,13164,-9408,4496,119,425,-81,-1,-1,0
-4,13076,-9332,4496,110,390,25,-1,-1,0
28,13232,-9396,4496,62,296,-32,-1,-1,0
-140,13132,-9532,4496,-109,315,-21,-1,-1,0
-104,13180,-9396,4496,109,340,-2,-1,-1,0
76,13124,-9384,4496,125,234,-14,-1,-1,0
-96,13148,-9424,4496,-34,305,4,-1,-1,0
-152,13108,-9400,4496,15,318,-43,-1,-1,0
256,13356,-9568,4496,529,1157,226,-1,-1,0
264,13264,-9368,4496,-139,-59,-215,-1,-1,0
24,13092,-9424,4496,72,217,-12,-1,-1,0
212,13020,-9576,4496,79,248,33,-1,-1,0
276,13040,-9468,4496,118,409,89,-1,-1,0
260,12928,-9752,4496,46,264,27,-1,-1,0
452,13000,-9676,4496,100,259,12,-1,-1,0
480,13048,-9640,4496,74,353,-37,-1,-1,0
292,13036,-9696,4496,-17,322,-23,-1,-1,0
320,13024,-9740,4496,53,258,24,-1,-1,0
-6008,844,-16508,4496,-752,122,161,-1,-1,0
328,12944,-9612,4496,14,371,35,-1,-1,0
256,12940,-9716,4496,51,310,-34,-1,-1,0
420,12896,-9760,4496,52,216,-25,-1,-1,0
376,12948,-9708,4496,82,512,111,-1,-1,0
424,12980,-9772,4496,134,319,16,-1,-1,0
328,12864,-9676,4496,156,336,-29,-1,-1,0
316,12880,-9724,4496,25,301,-14,-1,-1,0
492,12888,-9644,4496,165,320,-19,-1,-1,0
400,12920,-9740,4496,32,345,10,-1,-1,0
332,12984,-9784,4496,73,521,-37,-1,-1,0
456,12912,-9740,4496,62,331,-43,-1,-1,0
316,13004,-9748,4496,32,446,4,-1,-1,0
352,12924,-9816,4496,115,359,35,-1,-1,0
348,12992,-9788,4496,30,423,-29,-1,-1,0
432,12928,-9740,4496,64,316,-38,-1,-1,0
444,12932,-9628,4496,67,270,9,-1,-1,0
356,12920,-9696,4496,32,450,54,-1,-1,0
352,12928,-9716,4496,215,469,-20,-1,-1,0
296,12924,-9764,4496,49,311,12,-1,-1,0
344,12928,-9860,4496,73,426,-23,-1,-1,0
396,12976,-9744,4496,20,354,11,-1,-1,0
508,12928,-9752,4496,137,384,47,-1,-1,0
296,12972,-9768,4496,-3,334,-27,-1,-1,0
396,12888,-9792,4496,64,273,-34,-1,-1,0
500,12864,-9636,4496,31,287,-47,-1,-1,0
324,13048,-9596,4496,15,468,121,-1,-1,0
424,12956,-9692,4496,52,315,-67,-1,-1,0
328,12968,-9700,4496,-14,308,-75,-1,-1,0
400,12944,-9856,4496,70,405,51,-1,-1,0
388,12780,-9788,4496,-85,317,43,-1,-1,0
456,12764,-9788,4496,135,300,42,-1,-1,0
560,12852,-9888,4496,180,213,21,-1,-1,0
-5988,840,-16512,4496,-856,-287,125,-1,-1,0
388,12688,-9864,4496,273,541,26,-1,-1,0
544,12872,-9908,4496,-93,286,89,-1,-1,0
672,12600,-9776,4496,223,205,-22,-1,-1,0
492,12584,-9872,4496,26,387,64,-1,-1,0
524,12676,-9932,4496,48,434,4,-1,-1,0
760,12948,-9936,4496,80,535,-97,-1,-1,0
564,12688,-9992,4496,184,396,-20,-1,-1,0
544,12632,-10104,4496,104,464,-79,-1,-1,0
600,12732,-10140,4496,18,280,-45,-1,-1,0
468,12820,-10156,4496,-106,279,-46,-1,-1,0
480,12672,-10088,4496,52,374,-65,-1,-1,0
980,12608,-10296,4496,126,478,115,-1,-1,0
692,12564,-10092,4496,81,293,-43,-1,-1,0
728,12544,-10092,4496,58,347,13,-1,-1,0
488,12608,-10012,4496,59,324,15,-1,-1,0
-5904,888,-16524,4496,-752,121,219,-1,-1,0
540,12732,-10072,4496,24,315,78,-1,-1,0
656,12720,-10068,4496,81,361,24,-1,-1,0
624,12660,-10096,4496,77,307,-42,-1,-1,0
684,12648,-10028,4496,23,380,-54,-1,-1,0
760,12668,-10108,4496,83,526,-13,-1,-1,0
-5876,816,-16544,4496,-816,24,162,-1,-1,0
544,12788,-10052,4496,-22,385,-55,-1,-1,0
532,12664,-10088,4496,-17,312,7,-1,-1,0
528,12740,-9980,4496,-67,300,4,-1,-1,0
604,12680,-10136,4496,-7,412,89,-1,-1,0
696,12664,-10068,4496,98,229,-74,-1,-1,0
536,12660,-10100,4496,8,417,-8,-1,-1,0
780,12660,-10148,4496,-19,262,-1,-1,-1,0
768,12640,-10040,4496,123,536,-39,-1,-1,0
632,12616,-10076,4496,95,357,32,-1,-1,0
636,12656,-10160,4496,12,388,2,-1,-1,0
688,12620,-10176,4496,114,408,25,-1,-1,0
624,12640,-10168,4496,18,346,19,-1,-1,0
812,12712,-10132,4496,120,578,-31,-1,-1,0
-5900,776,-16440,4496,-784,198,155,-1,-1,0
728,12600,-10128,4496,32,399,-3,-1,-1,0
628,12680,-10032,4496,48,415,30,-1,-1,0
656,12664,-10196,4496,-65,304,6,-1,-1,0
708,12700,-10212,4496,74,293,-90,-1,-1,0
872,12704,-10044,4496,54,421,-47,-1,-1,0
-5908,784,-16488,4496,-789,175,224,-1,-1,0
552,12528,-10224,4496,240,424,17,-1,-1,0
700,12608,-10108,4496,122,306,-51,-1,-1,0
600,12712,-10132,4496,-42,179,53,-1,-1,0
732,12788,-10120,4496,35,358,-51,-1,-1,0
676,12540,-10332,4496,37,221,-33,-1,-1,0
632,12632,-10056,4496,72,403,-84,-1,-1,0
564,12524,-10048,4496,145,316,26,-1,-1,0
628,12496,-10132,4496,-55,198,76,-1,-1,0
700,12668,-10284,4496,15,419,-89,-1,-1,0
776,12592,-10168,4496,59,207,-82,-1,-1,0
672,12544,-10144,4496,107,420,-66,-1,-1,0
620,12712,-10172,4496,117,536,84,-1,-1,0
764,12556,-10168,4496,61,280,-46,-1,-1,0
684,12652,-10104,4496,17,319,24,-1,-1,0
636,12524,-10036,4496,113,453,-12,-1,-1,0
668,12664,-10136,4496,-104,314,-54,-1,-1,0
720,12616,-10028,4496,132,399,-25,-1,-1,0
776,12716,-10092,4496,50,397,-40,-1,-1,0
624,12624,-10160,4496,-26,309,-30,-1,-1,0
636,12612,-10140,4496,110,379,68,-1,-1,0
752,12628,-10144,4496,82,350,-18,-1,-1,0
676,12560,-10188,4496,30,385,-35,-1,-1,0
748,12636,-10240,4496,39,364,1,-1,-1,0
828,12572,-10212,4496,148,349,-59,-1,-1,0
676,12624,-10188,4496,49,424,44,-1,-1,0
680,12608,-10268,4496,-22,309,18,-1,-1,0
676,12644,-10100,4496,15,269,46,-1,-1,0
720,12668,-10240,4496,36,286,9,-1,-1,0
704,12572,-10152,4496,-26,268,1,-1,-1,0
756,12676,-10300,4496,6,453,-83,-1,-1,0
-5916,872,-16444,4496,-795,219,159,-1,-1,0
724,12540,-10080,4496,76,261,-42,-1,-1,0
680,12572,-10188,4496,-8,379,-11,-1,-1,0
656,12564,-10360,4496,65,447,-29,-1,-1,0
744,12536,-10392,4496,15,318,40,-1,-1,0
732,12568,-10344,4496,198,388,24,-1,-1,0
412,12588,-10380,4496,105,254,48,-1,-1,0
492,12560,-10248,4496,16,287,38,-1,-1,0
616,12544,-10240,4496,179,375,22,-1,-1,0
540,12584,-10216,4496,239,522,-65,-1,-1,0
496,12488,-10420,4496,68,474,-16,-1,-1,0
724,12544,-10400,4496,188,451,-87,-1,-1,0
556,12492,-10252,4496,40,390,89,-1,-1,0
752,12412,-10328,4496,-16,197,-100,-1,-1,0
860,12780,-9912,4496,312,484,91,-1,-1,0
944,13080,-9784,4496,-140,326,-369,-1,-1,0
2376,12552,-10092,4496,40,401,18,-1,-1,0
2412,12500,-10060,4496,53,356,2,-1,-1,0
2308,12448,-9964,4496,145,310,-5,-1,-1,0
2436,12436,-10052,4496,94,380,-6,-1,-1,0
2300,12400,-10012,4496,54,321,-63,-1,-1,0
2480,12608,-10044,4496,15,226,-76,-1,-1,0
2276,12508,-10104,4496,-5,366,-20,-1,-1,0
2364,12432,-10016,4496,92,376,9,-1,-1,0
2372,12556,-10052,4496,-108,284,59,-1,-1,0
2524,12532,-10008,4496,71,352,-86,-1,-1,0
