X,Y,Z,W,R,D
2.99873503808247,5.76291773380965,5.97121836141179,6.10227,4.19758,4.34164
3.02947183122114,5.77058488702337,5.97296712770323,6.10227,4.19758,4.34164
3.00727131789181,5.78009990933311,5.97443606494276,5.9967,4.22067,4.37133
3.03561241779795,5.71843227948954,5.97559904249084,5.96591,4.26686,4.32515
3.01194692433078,5.64975825512126,5.97524017716954,5.96591,4.26686,4.32515
3.01059707335436,5.59351251410473,5.97418502624265,5.96591,4.26686,4.32515
2.98211877818889,5.5212051894883,5.97206143777523,5.9824,4.23827,4.21738
2.96499052209197,5.49283006320892,5.96956241091557,5.9901,4.23827,4.21738
2.98795009910893,5.4689058265969,5.96572387153647,5.9901,4.23827,4.21738
2.99808349245327,5.45605120209366,5.96122087750177,5.9901,4.23827,4.21738
3.00450836861868,5.48880340455081,5.9555521539433,5.9934,4.17999,4.24487
3.00604388777902,5.42310409071502,5.94902585083622,5.9934,4.17999,4.24487
3.03192426705627,5.37460429516699,5.94084607661274,5.9934,4.17999,4.24487
3.00386060901583,5.32503321344402,5.9314125105642,5.9934,4.18328,4.28556
3.01093954646545,5.25280382403952,5.92099487621348,5.97691,4.21518,4.30425
3.05957478586304,5.20427633388252,5.90882134780064,5.97691,4.21518,4.30425
3.05381922132775,5.17225842330848,5.8960457406254,5.97691,4.21518,4.28886
2.92015749054227,5.16368394172685,5.88299012878083,5.97801,4.25257,4.28886
2.83163451180781,5.26558360125062,5.86941639377565,5.9824,4.28336,4.25257
3.08078977266445,5.24495791746774,5.85487650266159,5.9824,4.28336,4.25257
3.04455486844347,5.23655485135441,5.84030963560463,5.9824,4.30205,4.22177
3.0432320460316,5.25145345025432,5.82565697224458,5.9824,4.30205,4.22177
3.0194140397052,5.26044835384699,5.81094688066434,5.9956,4.29326,4.21408
2.96366048122914,5.24148175880302,5.79643651769777,6.0044,4.25916,4.20968
2.99210529770825,5.2857420709875,5.7828065343483,6.0044,4.25916,4.20968
3.00331502938107,5.33814071805617,5.77075373707977,6.0044,4.25916,4.20968
3.0272170501147,5.45456997389732,5.75936767452006,6.0033,4.19648,4.25696
2.99338890375193,5.59461514850955,5.74995761250193,5.9857,4.19648,4.25696
3.01496964863479,5.67712816812858,5.74182781239632,5.9857,4.19648,4.25696
3.00768120256448,5.75441706811462,5.7356745766255,5.9857,4.19648,4.25696
3.01018640848923,5.82378184783646,5.73133123411317,5.9824,4.21628,4.29216
2.97599937594439,5.85414798710912,5.72835403842064,5.9824,4.21628,4.29216
2.98281145918993,5.93643026900462,5.72771224784565,5.9824,4.21628,4.29216
2.99599715342363,6.01876144355847,5.72972756238652,5.9824,4.21738,4.29655
2.9800943851338,6.13058254175514,5.73345550489522,6,4.21298,4.29655
3.04017325428493,6.27860042674466,5.73951350016794,6,4.21298,4.29655
3.0426447078143,6.3548275819885,5.74745640743013,6,4.21298,4.30095
3.00986157093694,6.42189077896589,5.75692179735849,5.9912,4.19868,4.30095
2.986641189971,6.47044517389312,5.76734087276255,5.9846,4.18438,4.29435
3.00085332161606,6.50356102650037,5.77979918562446,5.9846,4.18438,4.29435
2.99688160257844,6.53122027444156,5.79339587050115,5.9835,4.18988,4.27786
2.97935604820198,6.58081220642068,5.80723415548846,5.9835,4.18988,4.27786
2.96786621652261,6.65904425653876,5.818469929296,5.9813,4.21848,4.27236
3.03162885539977,6.76155634385825,5.83226805008205,5.989,4.25477,4.27236
3.03311234354656,6.82549358709895,5.84467820100305,5.989,4.25477,4.27236
3.01537729731928,6.81033349348977,5.85634668152021,5.989,4.25477,4.27236
3.01001418791692,6.82386836947239,5.866669470276,5.9857,4.27016,4.24047
2.99018871872292,6.77492386297781,5.87437424723721,5.9846,4.27016,4.24047
2.98842145032211,6.7648964496198,5.88061854558281,5.9846,4.27016,4.24047
2.98720629867332,6.7604744286205,5.88493323435113,5.9846,4.27016,4.24047
2.98404168832819,6.78334953782378,5.88783851690764,5.9912,4.19318,4.23937
3.01751223222258,6.81009430805105,5.88806528782908,5.9912,4.19318,4.23937
3.03516655940986,6.8128496947194,5.88639447667831,5.9912,4.19318,4.23937
2.99663712747931,6.80034337061054,5.88265261707221,5.9912,4.17669,4.25037
3.01651331949894,6.738395624542,5.87708240504752,6,4.16349,4.29765
2.97692414143652,6.67485990186272,5.86940084914028,6,4.16349,4.29765
2.99519377272166,6.61996486580992,5.86043989110012,6,4.16349,4.33724
2.99741325792272,6.55451721092446,5.85060674890283,5.9879,4.15249,4.33724
3.01886068793248,6.48585434171805,5.83945402200994,5.97801,4.14919,4.35154
2.98924469064399,6.5220361706371,5.82871117182478,5.97801,4.14919,4.35154
3.02916261634461,6.4851104513668,5.81813346533831,5.98021,4.1316,4.35374
3.02255371449699,6.48757392320303,5.8073695722929,5.98021,4.1316,4.35374
3.01579741311884,6.4107009850199,5.79651630556503,5.9824,4.1085,4.37133
2.97206552020475,6.32809049837509,5.78631486870634,5.9824,4.08981,4.39223
2.97834479092047,6.28084261337733,5.77694800803677,5.96921,4.08981,4.39223
2.97192877165009,6.22842666227668,5.76857677043444,5.96921,4.08981,4.39223
2.98488528966853,6.14424269472483,5.76057968424373,5.96261,4.07551,4.39883
3.03076941948162,6.20013484591037,5.75399828588009,5.97361,4.06452,4.39883
3.04481660360736,6.19499210260694,5.74894830839396,5.97361,4.06452,4.39883
3.03836209703576,6.20377040330893,5.74496721268194,5.97361,4.06452,4.39883
3.00843436549137,6.22855627148331,5.74185572297119,5.9989,4.06342,4.38783
2.98824571061529,6.16612666638308,5.73918742679235,5.9989,4.06342,4.38783
2.97719892244932,6.15306948912259,5.73782080384562,5.9989,4.06342,4.38783
2.96608149837156,6.13805169118778,5.73725515275459,5.9989,4.08431,4.38233
2.98327478357719,6.09465273155617,5.73734365348939,6.0066,4.10191,4.39663
3.01154148213554,6.19277877431765,5.73810243549246,6.0066,4.10191,4.39663
3.02324474022606,6.22550077220803,5.7404613580924,6.0066,4.10191,4.39663
3.03384007178673,6.2696108043171,5.74303476194743,5.9835,4.09861,4.42192
3.03575810991315,6.33690286698332,5.74641534011528,5.96701,4.09531,4.42412
3.00137852940954,6.2969165289649,5.75021908986445,5.96701,4.09531,4.42412
2.97233208268565,6.27792617604249,5.75459794653565,5.97361,4.09751,4.39773
2.97585008051997,6.29005678198118,5.75941085175582,5.97361,4.09751,4.39773
2.98312237122739,6.26133010967327,5.76515985524278,5.96701,4.10081,4.37463
3.00351289067345,6.31006693301476,5.77105657153283,5.96701,4.114,4.35704
3.02128497198097,6.34091469563919,5.77798763648852,5.97471,4.114,4.35704
3.01567266287694,6.35406840589602,5.78555711725135,5.97471,4.114,4.35704
3.01408942700845,6.39551357205895,5.79346781421474,5.97581,4.1228,4.33174
3.02825198207479,6.33053721641743,5.80119204999553,5.96481,4.1349,4.33174
3.00508282393039,6.24611949296148,5.80932152585468,5.96481,4.1349,4.33174
2.96850666105967,6.2108852655797,5.81729913079531,5.96481,4.1349,4.33174
2.96996092814957,6.13340147034806,5.82499418718901,5.96481,4.19428,4.29435
3.01312736035259,6.136085377154,5.83265402578798,5.96481,4.19428,4.29435
3.00939314171611,6.13621010257698,5.84065708252266,5.96481,4.19428,4.29435
3.01517163737415,6.13499509399482,5.84868037787211,5.96481,4.19428,4.29216
3.00668539624793,6.13424442474987,5.85591164020932,5.97251,4.23167,4.30755
3.02904925804849,6.05847303249233,5.86266285892473,5.97251,4.23167,4.30755
3.00107280660154,5.99134223161808,5.86872520573777,5.97251,4.23167,4.30755
2.97717280502675,5.93221094997301,5.87371029659628,5.96261,4.22617,4.31855
2.99343700334296,5.85030909992618,5.87778560103187,5.96151,4.22287,4.31415
2.981695218978,5.82571714815103,5.88156173984023,5.96151,4.22287,4.31415
2.99712948363013,5.80327456696635,5.88480686408722,5.98021,4.21628,4.28666
3.01417260710087,5.7942421659596,5.88721510503704,5.98021,4.21628,4.28666
3.03496862771032,5.84281446709,5.88928424289847,5.9846,4.19758,4.26136
3.03186243106793,5.7813162686244,5.89074377495156,5.9846,4.17669,4.25477
3.01435328035895,5.74743851837096,5.89137852136152,5.9813,4.17669,4.25477
2.97843490016952,5.70923929574953,5.89110527480755,5.9813,4.17669,4.25477
2.98087815173359,5.65324232749553,5.89044637953938,5.9835,4.17999,4.21848
2.98679869134045,5.64843182805183,5.8892164707315,5.9956,4.20088,4.21848
2.98436286222022,5.64564672694463,5.88809135935433,5.9956,4.20088,4.21848
2.99420787314887,5.66110453891476,5.88654515119148,5.9956,4.20088,4.21848
3.00928437394498,5.75359355495399,5.8844664868709,5.989,4.27016,4.23057
3.04643242325764,5.71728021362511,5.88255101856447,5.989,4.27016,4.23057
3.03222023628584,5.70306516839251,5.88022123176358,5.989,4.27016,4.23057
2.99789073208695,5.66899680400796,5.87706909140149,5.989,4.27016,4.24597
2.99560702048204,5.61688476126502,5.87314792283513,5.98021,4.32405,4.26246
2.97888066992783,5.62770411336047,5.86953204781382,5.98021,4.32405,4.26246
2.97537217095281,5.63233295486003,5.86553106754145,5.98021,4.32405,4.26246
2.99305504891464,5.63229654605229,5.86129570286879,5.9813,4.32185,4.28006
3.02535616272141,5.72544474123652,5.85643492821734,5.9835,4.30425,4.27676
3.02620665230857,5.68900191278294,5.85222729812805,5.9835,4.30425,4.27676
3.00409423640391,5.68721240055005,5.84710947119797,5.9901,4.28886,4.24267
3.00703462773751,5.66712680577999,5.84113063385797,5.9901,4.28886,4.24267
3.00635110312106,5.60505077691209,5.8351719166869,5.9868,4.27126,4.21957
2.98921721026253,5.57172011509181,5.82820398066402,5.9868,4.27126,4.20968
2.97382312727896,5.58757597647263,5.82127882040873,5.9879,4.26906,4.20968
3.0026129515094,5.59855873002292,5.81434819685667,5.9879,4.26906,4.20968
3.00761628052305,5.67767994255847,5.80717549044478,5.9923,4.28116,4.21957
3.03163774216254,5.68847274731275,5.80034655152843,5.9901,4.28336,4.23717
3.01713142271377,5.68564154000601,5.79328652257598,5.9901,4.28336,4.23717
3.00515178671484,5.701261533364,5.78573862584181,5.9901,4.28336,4.23717
3.00193245448287,5.66728763912875,5.7782900506441,5.9945,4.27016,4.24597
2.97520538733725,5.63771353452482,5.7704484608349,5.9945,4.27016,4.24597
2.97371673277206,5.67238639432001,5.76334725932007,5.9945,4.27016,4.24597
2.99217578885688,5.71080654163922,5.7566512154515,5.9945,4.27016,4.25696
3.02228137996195,5.77499145883036,5.75040933990409,5.9813,4.23827,4.28116
3.02610021091713,5.86760842976032,5.74563033430826,5.9813,4.23827,4.28116
3.0244473807406,5.88602212884912,5.74142397902275,5.9813,4.23827,4.28116
3.02226250569835,5.89905107454111,5.73768689846519,5.97691,4.23387,4.29545
3.02361657255239,5.8938095806987,5.7351483936014,5.9868,4.24377,4.30645
2.96001386554286,5.88331429065748,5.73417120038361,5.9868,4.24377,4.30645
2.95828845393574,5.89866283316718,5.7332011886567,5.9868,4.21628,4.31085
2.97872251868905,5.93950230383659,5.73328833394539,5.9901,4.21628,4.31085
2.98403501881586,5.97734498816548,5.73434768179292,5.9879,4.17779,4.30095
3.04221979579491,6.02399466139186,5.73715460377583,5.9879,4.17779,4.29435
3.04921508494306,6.06025183834661,5.73984322213381,5.9901,4.15909,4.29435
3.02434279806507,6.06132000753227,5.7428927792152,5.9901,4.15909,4.29435
3.02858863525173,6.05841262033751,5.74657650910156,6.0033,4.15689,4.28886
2.98131453698688,6.02835415004857,5.74991119632846,6.0033,4.15799,4.28666
2.96891733278012,6.02249843343568,5.75313031512954,6.0033,4.15799,4.28666
2.97142147906623,6.03031365034786,5.75614120164921,6.0033,4.15799,4.28666
2.96501812511189,6.07081024481264,5.75883647228909,5.97911,4.1349,4.31855
3.03172551311361,6.10585459236264,5.76122685795826,5.97911,4.1349,4.31855
3.0283230968841,6.12514628624747,5.7629290451084,5.97911,4.1349,4.31855
3.02500286968476,6.14951359870495,5.76359139096257,5.97911,4.1349,4.31855
3.01810121375432,6.1387963073464,5.76359031155241,5.97361,4.1195,4.34714
2.97800525199161,6.12423161706654,5.76225948266197,5.97361,4.1195,4.34714
2.98851556085702,6.14452951696482,5.76011706268242,5.97361,4.1195,4.34714
3.0155919911688,6.14581249167972,5.75707896350171,5.97141,4.10411,4.36694
3.0246391177957,6.1962833319355,5.75367191568855,5.97141,4.09091,4.37243
2.96255637273119,6.29157727797377,5.75030953413828,5.97141,4.09091,4.37243
3.00203981852206,6.31632944358289,5.74647925816404,5.97141,4.08431,4.36364
3.01304082228262,6.38307179134616,5.74228483413097,5.97801,4.08431,4.36364
3.04660401233329,6.396645376233,5.73885834893858,5.97141,4.07771,4.37243
2.97847617510377,6.422803143622,5.73518446454734,5.97141,4.07771,4.39333
2.97893629005656,6.44845627105254,5.73170517695774,5.96151,4.07441,4.39333
2.99608788062728,6.48094514290185,5.72917111138015,5.96151,4.07441,4.39333
2.98333749878973,6.5036760964934,5.72723071919148,5.96041,4.08761,4.39113
3.02229776898565,6.62196784247196,5.72717643020373,5.95711,4.10411,4.38783
3.01756948335657,6.66557391382117,5.72828848801916,5.95711,4.10411,4.38783
3.02904940235978,6.69702538498838,5.73007322678503,5.95711,4.10411,4.38783
3.01240110329194,6.7275335791399,5.73322676359711,5.98021,4.1173,4.35704
2.99854462234525,6.72531670633614,5.73677611108938,5.98021,4.1173,4.35704
2.98127088899344,6.75162480787341,5.74103824816094,5.98021,4.1173,4.35704
2.9841011999857,6.75251793761681,5.74612710871186,5.98021,4.1173,4.35704
2.98061513955458,6.73115627851057,5.75104032536666,5.9945,4.1217,4.31415
3.01014740562833,6.81314225644488,5.75709348947703,5.9945,4.1217,4.31415
3.01582916403221,6.83164331310367,5.76358547901527,5.9945,4.1217,4.31415
3.0265840889875,6.82637338234473,5.76986300838928,5.9923,4.1184,4.30535
3.03454818418486,6.83769771387992,5.77638056240404,5.9857,4.1283,4.31525
2.99180234390845,6.77114785726026,5.78231142260944,5.9857,4.1283,4.31525
2.97452313424885,6.7255324936045,5.78740650049349,5.9857,4.1382,4.32625
2.9897090685337,6.68083716503849,5.79223235670667,5.97251,4.1382,4.32625
2.98625382376537,6.62383471846247,5.79709454499405,5.96591,4.15029,4.32515
2.98985874650904,6.62404279095213,5.80049851235705,5.96591,4.15029,4.32515
3.0180543136414,6.62477986168688,5.80373010621411,5.96811,4.16129,4.31965
3.03585313866538,6.57746340973576,5.80643024003947,5.96811,4.16129,4.31965
3.0443092527212,6.5388549456122,5.80929916073354,5.97031,4.16459,4.32405
3.00114696575445,6.46417791593567,5.81106987472922,5.97801,4.16569,4.33174
2.98034829862564,6.3855584245399,5.81232764627099,5.97801,4.16569,4.33174
2.97728585924271,6.32347618360561,5.81381066140956,5.97801,4.16569,4.33174
2.97500749106433,6.21706533689894,5.81473506644435,5.9846,4.24377,4.32845
2.99633026738247,6.18775776965332,5.81605199315533,5.9857,4.24377,4.32845
3.01021104322798,6.17268674251567,5.81761430261036,5.9857,4.24377,4.32845
3.01146661654239,6.14857775887665,5.81931044530029,5.9857,4.24377,4.32845
3.02997981847652,6.1235917019428,5.82144159712058,5.9912,4.32295,4.27786
3.0267585030097,6.02873763119422,5.82354142776264,5.9912,4.32295,4.27786
2.99625869718812,5.96365951700835,5.82531566936064,5.9912,4.32295,4.27786
3.00119528113118,5.90213397753107,5.82736809621525,5.9923,4.31415,4.25257
2.99137868190706,5.81532320577843,5.82937400528751,5.9967,4.28776,4.23607
2.97374339476569,5.79949377387149,5.8317457926744,5.9967,4.28776,4.23607
2.99694255747197,5.7653325817994,5.83430382559382,5.9967,4.28776,4.23387
3.01014686771877,5.76668791074182,5.83751406899399,5.9879,4.26026,4.23387
3.01777039028386,5.78979049824513,5.84104548202152,5.97361,4.23167,4.24377
3.02453577618886,5.71588091373314,5.84511246473286,5.97361,4.23167,4.24377
3.01100548584261,5.67534411288914,5.84865304750905,5.96921,4.20748,4.23937
2.98388059479643,5.62059398452565,5.85245185192441,5.96921,4.20748,4.23937
2.97848272416384,5.56524080077709,5.85657117812042,5.97471,4.20528,4.22947
2.9864434086919,5.5507270978986,5.86046463258519,5.97581,4.20748,4.24707
3.00922248323145,5.53675939842985,5.86471251067727,5.97581,4.20748,4.24707
3.01176452864654,5.5508322020035,5.86914910220082,5.97581,4.20748,4.24707
3.02543233237749,5.60119417569705,5.87413161175989,5.9824,4.23497,4.31305
3.03488363965196,5.54841264407972,5.8793045267444,5.9868,4.23497,4.31305
3.00562044808731,5.50982113105894,5.88354915320241,5.9868,4.23497,4.31305
3.00794159967864,5.4800620728513,5.88771590879306,5.9868,4.23497,4.31305
2.96770499728788,5.40800405184744,5.89104850156194,5.989,4.19758,4.30315
2.958275304472,5.3822492020164,5.89393842924975,5.989,4.19758,4.30315
2.98720226774259,5.35825282813326,5.896161208952,5.989,4.19758,4.30315
3.00537736144184,5.35504053616875,5.8978351721605,5.989,4.15469,4.28776
3.01892585201017,5.46310586313234,5.89857247249053,5.9923,4.1272,4.29765
3.0365319124883,5.44003776536098,5.89878220431891,5.9923,4.1272,4.29765
3.04503945102995,5.43456916621858,5.89746684256627,5.9923,4.1272,4.32955
3.00752078415995,5.43472909903948,5.89501641974768,5.97141,4.1085,4.32955
3.0137779329844,5.40924681500182,5.89157292587539,5.96921,4.1063,4.35044
2.95434844747599,5.39392191843708,5.88632147907724,5.96921,4.1063,4.35044
2.96392301643368,5.41079746895403,5.88030541753108,5.9868,4.1118,4.36694
2.98674342348526,5.45585301194413,5.87301244263301,5.9868,4.1118,4.36694
2.99299570045082,5.57102009286031,5.86496364145354,5.97581,4.10191,4.39883
3.02276149899553,5.65749580149589,5.85626647075089,5.96371,4.09641,4.43072
3.0334877068193,5.6740438197784,5.84641962944961,5.96371,4.09641,4.43072
